ticker,date,article_datetime,title,polarity,neg,neu,pos
AAPL,2024-02-01,2024-02-01T12:19:21+00:00,"Stocks steady after Fed sell-off, Amazon and Apple earnings on tap: Yahoo Finance Live",0.823,0.008,0.925,0.068
AAPL,2024-02-01,2024-02-01T11:55:48+00:00,"Apple, Amazon and Meta Take Spotlight as Stock Rally Wavers",0.993,0.072,0.819,0.109
AAPL,2024-02-01,2024-02-01T09:27:00+00:00,"These Stocks Are Moving the Most Today: Apple, Amazon, Qualcomm, Align, Nextracker, MaxLinear, and More",0.681,0.0,0.828,0.172
AAPL,2024-05-02,2024-05-02T22:51:30+00:00,"Apple Rallies on Upbeat Forecast, Record-Setting Stock Buyback",0.993,0.051,0.853,0.096
AAPL,2024-05-02,2024-05-02T22:06:03+00:00,Apple’s $110 Billion Stock Buyback Plan is Largest in US History,0.993,0.04,0.8,0.16
AAPL,2024-05-02,2024-05-02T22:06:01+00:00,"Apple sales fall less than expected, beating Wall Street estimates",-0.298,0.033,0.94,0.027
AAPL,2024-05-02,2024-05-02T22:02:00+00:00,"Big Quarterly Beats After the Bell: AAPL, SQ, COIN &amp; More",0.995,0.04,0.829,0.13
AAPL,2024-05-02,2024-05-02T21:47:57+00:00,Apple CEO Tim Cook boasts of future AI plans after earnings beat,0.975,0.0,0.936,0.064
AAPL,2024-05-02,2024-05-02T21:45:10+00:00,"Dow Jones Rallies As Much As 350 Points After Wild Wednesday; Apple Up Ahead Of Earnings, Carvana Soars",0.557,0.0,0.827,0.173
AAPL,2024-05-02,2024-05-02T21:40:07+00:00,Apple (AAPL) Beats Q2 Earnings and Revenue Estimates,0.994,0.012,0.897,0.091
AAPL,2024-05-02,2024-05-02T21:37:54+00:00,Paramount has spent a decade as the source of buyout rumors. That might finally come to an end.,0.955,0.046,0.882,0.073
AAPL,2024-05-02,2024-05-02T21:31:42+00:00,"Apple Edges Above Wall Street's Targets And Hikes Dividend, Share Buybacks",0.0,0.0,1.0,0.0
AAPL,2024-05-02,2024-05-02T18:19:30+00:00,3 5G Technology Stocks With the Potential to Make You an Overnight Millionaire,0.998,0.017,0.861,0.123
AAPL,2024-05-02,2024-05-02T16:51:10+00:00,Indexes Rebound After Wild Wednesday; Apple Up Ahead Of Earnings While Carvana Soars On Results,0.593,0.054,0.834,0.112
AAPL,2024-05-02,2024-05-02T16:26:26+00:00,20 Fastest Growing Fintech Companies In 2024,0.999,0.029,0.861,0.11
AAPL,2024-05-02,2024-05-02T16:20:34+00:00,25 Most Profitable Companies in the US,1.0,0.022,0.865,0.113
AAPL,2024-05-02,2024-05-02T16:11:44+00:00,Top 25 Stocks in the S&amp;P 500 by Index Weight Right Now,0.999,0.045,0.843,0.112
AAPL,2024-05-02,2024-05-02T15:04:00+00:00,Apple to extend new core technology fee to iPadOS apps,0.5,0.026,0.938,0.036
AAPL,2024-05-02,2024-05-02T15:00:00+00:00,Qorvo Stock Is Tumbling After Earnings. There’s More Bad News for Apple.,0.0,0.0,1.0,0.0
AAPL,2024-05-02,2024-05-02T14:32:00+00:00,US STOCKS-Wall Street rises as Fed rate-hike concerns alleviate,0.979,0.062,0.833,0.105
AAPL,2024-05-02,2024-05-02T14:00:00+00:00,3 Stocks Gunning for Trillion-Dollar Status: The Players to Own Now,0.999,0.014,0.837,0.149
AAPL,2024-05-02,2024-05-02T11:36:59+00:00,Dow Jones Futures Rise In Stock Market's Day 2 Fed Reaction; Carvana Skyrockets,0.527,0.0,0.839,0.161
AAPL,2024-05-02,2024-05-02T11:25:33+00:00,Apple’s Earnings Come With a Low Bar and Big Buyback Hopes,0.998,0.06,0.822,0.118
AAPL,2024-05-02,2024-05-02T11:05:00+00:00,7 D-Rated Tech Stocks to Dump Now,0.997,0.044,0.867,0.089
AAPL,2024-05-02,2024-05-02T10:00:00+00:00,Chip Stocks on Sale: 3 Semiconductor Plays to Buy the Dip,0.998,0.017,0.857,0.125
AAPL,2024-05-02,2024-05-02T10:00:00+00:00,The 3 Best ETFs to Beat the S&amp;P 500 Through 2030,0.998,0.02,0.846,0.134
AAPL,2024-05-02,2024-05-02T08:05:00+00:00,Is Apple Stock Headed to $250? 1 Wall Street Analyst Thinks So.,0.512,0.078,0.84,0.082
AAPL,2024-05-02,2024-05-02T00:00:00+00:00,"AAPL Stock Earnings: Apple Beats EPS, Beats Revenue for Q2 2024",0.296,0.0,0.909,0.091
AAPL,2024-05-02,2024-05-02T00:00:00+00:00,"
Danny Vena  |  May 2, 2024
",0.0,0.0,1.0,0.0
AAPL,2024-05-02,2024-05-02T00:00:00+00:00,7 D-Rated Tech Stocks to Dump Now,0.0,0.0,1.0,0.0
AAPL,2024-08-01,2024-08-01T22:48:36+00:00,"Dow Jones Futures Fall As Apple, Amazon Follow Market Expectations Breaker; Nvidia Tumbles",-0.361,0.129,0.803,0.068
AAPL,2024-08-01,2024-08-01T22:32:00+00:00,"Markets Tumble on... Recession Fears? Plus AAPL, AMZN, INTC Earnings",0.99,0.045,0.858,0.096
AAPL,2024-08-01,2024-08-01T22:08:02+00:00,"Apple Beats June-Quarter Targets On Services, iPad Sales Strength",0.735,0.0,0.772,0.228
AAPL,2024-08-01,2024-08-01T22:00:12+00:00,Apple (AAPL) Q3 Earnings: Taking a Look at Key Metrics Versus Estimates,0.961,0.006,0.933,0.061
AAPL,2024-08-01,2024-08-01T20:00:00+00:00,3 Financial Stocks to Buy in August and Add on Dips,1.0,0.025,0.775,0.2
AAPL,2024-08-01,2024-08-01T19:11:23+00:00,Apple Says US Smartphones Suit Has ‘No Relation to Reality’,-0.835,0.111,0.81,0.08
AAPL,2024-08-01,2024-08-01T17:23:31+00:00,3 Warren Buffett Stocks to Buy Instead of Bank of America,0.999,0.017,0.861,0.122
AAPL,2024-08-01,2024-08-01T17:13:09+00:00,Apple asks US judge to toss antitrust lawsuit,-0.778,0.196,0.758,0.047
AAPL,2024-08-01,2024-08-01T16:40:54+00:00,Sales of this Apple Device Most Likely Grew. It’s Not the iPhone.,0.915,0.0,0.915,0.085
AAPL,2024-08-01,2024-08-01T15:47:10+00:00,Apple to report Q3 earnings as Wall Street eyes China sales,0.992,0.006,0.915,0.079
AAPL,2024-08-01,2024-08-01T14:14:42+00:00,"Apple, Amazon Results Are Crucial for Nasdaq 100’s Next Leg",0.998,0.035,0.852,0.113
AAPL,2024-08-01,2024-08-01T13:55:54+00:00,"Dow Jones Rises On Jobless Claims; Meta Surges, Arm Dives On Earnings (Live Coverage)",0.0,0.0,1.0,0.0
AAPL,2024-08-01,2024-08-01T12:26:41+00:00,How To Earn $500 A Month From Apple Stock Ahead Of Q3 Earnings,0.973,0.01,0.924,0.066
AAPL,2024-08-01,2024-08-01T12:19:00+00:00,4 Top Tech Stocks to Buy on Soaring Hopes of September Rate Cut,0.999,0.011,0.825,0.164
AAPL,2024-08-01,2024-08-01T12:14:55+00:00,Stock Gains in Premarket Trading,0.671,0.021,0.854,0.125
AAPL,2024-08-01,2024-08-01T11:36:19+00:00,Is Apple Inc (NASDAQ:AAPL) the Best AI Tech Stock to Buy Now?,0.984,0.01,0.924,0.066
AAPL,2024-08-01,2024-08-01T10:18:00+00:00,"The Zacks Analyst Blog Highlights Apple, Vanguard Information Technology ETF, MSCI Information Technology Index ETF, iShares US Technology ETF and iShares Russell Top 200 Growth ETF",0.999,0.016,0.853,0.131
AAPL,2024-08-01,2024-08-01T04:35:39+00:00,"Fed guidance, BOE, Meta's results, Apple - what's moving markets",0.997,0.045,0.852,0.103
AAPL,2024-08-01,2024-08-01T00:00:00+00:00,"
Motley Fool Staff  |  Aug 1, 2024
",-0.44,0.42,0.58,0.0
AMZN,2025-02-06,2025-02-06T23:17:50+00:00,"Amazon, Echoing Microsoft, Says It Can’t Keep Up With AI Demand",0.993,0.039,0.853,0.108
AMZN,2025-02-06,2025-02-06T18:19:56+00:00,Amazon is poised to dethrone Walmart in  quarterly revenue for the first time ever with a bombshell $187 billion in sales,0.998,0.017,0.84,0.143
AMZN,2025-02-06,2025-02-06T16:13:47+00:00,Lyft Joins Amazon and Anthropic to Revolutionize AI Customer Service,0.659,0.071,0.836,0.093
AMZN,2025-02-06,2025-02-06T15:30:30+00:00,Here are Recurve Capital’s Views on Amazon.com (AMZN),0.974,0.009,0.904,0.087
AMZN,2025-02-06,2025-02-06T14:33:16+00:00,"You Can Buy Rivian's Van, But Don't Come A Knockin' On RIVN, Analyst Warns",0.681,0.0,0.917,0.083
AMZN,2025-02-06,2025-02-06T14:30:40+00:00,"Stock market today: S&amp;P 500, Nasdaq edge higher with Amazon set to highlight earnings rush",0.989,0.075,0.819,0.106
AMZN,2025-02-06,2025-02-06T13:41:48+00:00,"Amazon Earnings Due Today. Cloud Growth Is In Focus After Microsoft, Google Stumbles.",0.178,0.0,0.941,0.059
AMZN,2025-02-06,2025-02-06T13:32:46+00:00,Why Trump's repeal of a trade loophole will hurt low-income and minority Americans,0.982,0.035,0.895,0.07
AMZN,2025-02-06,2025-02-06T13:20:15+00:00,Is PDD Holdings (PDD) the Best E-Commerce Stock to Buy According to Analysts?,0.994,0.017,0.899,0.084
AMZN,2025-02-06,2025-02-06T13:00:00+00:00,These People Turned AirPods Into Hearing Aids. Here Are the Pros and Cons.,0.318,0.065,0.816,0.118
AMZN,2025-02-06,2025-02-06T13:00:00+00:00,Buy This Tech Stock (Shopify) Down 25% Before Earnings?,0.997,0.02,0.858,0.122
AMZN,2025-02-06,2025-02-06T12:20:00+00:00,Buy Amazon Ahead of Earnings Today on Strong EPS Estimate Revisions,0.999,0.007,0.81,0.183
AMZN,2025-02-06,2025-02-06T12:08:54+00:00,Q3 2025 Bark Inc Earnings Call,1.0,0.017,0.801,0.181
AMZN,2025-02-06,2025-02-06T12:00:23+00:00,Big Tech's CapEx spending growth exceeding revenue growth,0.818,0.0,0.949,0.051
AMZN,2025-02-06,2025-02-06T11:22:39+00:00,"Trending tickers: Amazon, Qualcomm, Arm, Nissan and AstraZeneca",0.996,0.016,0.894,0.09
AMZN,2025-02-06,2025-02-06T10:47:51+00:00,"Amazon Cloud Needs to Deliver After Microsoft, Alphabet Misses",0.997,0.051,0.827,0.121
AMZN,2025-02-06,2025-02-06T10:34:00+00:00,"The Zacks Analyst Blog Highlights Amazon, Bank of America, Caterpillar, NVE and bioAffinity",0.999,0.033,0.821,0.146
AMZN,2025-02-06,2025-02-06T09:22:00+00:00,"The ""Magnificent Seven"" Stocks Could Help This Vanguard ETF Turn $400 per Month Into $1 Million",0.999,0.031,0.828,0.141
AMZN,2025-02-06,2025-02-06T09:05:25+00:00,"Futures higher, Amazon to report, earnings deluge - what's moving markets",0.86,0.072,0.841,0.088
AMZN,2025-02-06,2025-02-06T08:10:14+00:00,"Shein, Temu Retailers Slapped With 30% Levy on US-Bound Goods",-0.975,0.077,0.866,0.057
AMZN,2025-02-06,2025-02-06T06:00:37+00:00,The most popular stocks and funds for investors in January,0.999,0.036,0.827,0.137
AMZN,2025-02-06,2025-02-06T00:00:00+00:00,"Amazon EPS Jumps 86%, Beats Forecasts",0.477,0.071,0.743,0.186
GOOGL,2023-07-25,2023-07-25T23:59:30+00:00,AI lesson for Microsoft and Google: Spend money to make money,0.877,0.02,0.927,0.053
GOOGL,2023-07-25,2023-07-25T23:49:00+00:00,Google and Microsoft Paying Big to Play in AI,0.927,0.0,0.822,0.178
GOOGL,2023-07-25,2023-07-25T23:42:05+00:00,Alphabet’s digital advertising business shows signs of resilience,0.586,0.033,0.869,0.098
GOOGL,2023-07-25,2023-07-25T23:22:00+00:00,Google Shakes Up Top Finance Role as It Posts Accelerating Growth,0.671,0.0,0.744,0.256
GOOGL,2023-07-25,2023-07-25T23:00:00+00:00,Elon Musk Pursues Banking in Wake of Rivals’ Failed Attempts,0.99,0.057,0.853,0.09
GOOGL,2023-07-25,2023-07-25T22:00:02+00:00,"Compared to Estimates, Alphabet (GOOGL) Q2 Earnings: A Look at Key Metrics",0.969,0.0,0.944,0.056
GOOGL,2023-07-25,2023-07-25T22:00:00+00:00,"Cavalcade of Earnings: MSFT, GOOGL, SNAP &amp; More",0.999,0.023,0.812,0.166
GOOGL,2023-07-25,2023-07-25T21:53:34+00:00,Alphabet Stock Is Soaring After Earnings. Is GOOGL Stock a Buy Now?,0.077,0.055,0.882,0.063
GOOGL,2023-07-25,2023-07-25T21:51:59+00:00,"Microsoft, Google Are Key Earnings Movers Late After S&amp;P 500 Hits New High; Fed Rate Hike Due",0.0,0.0,1.0,0.0
GOOGL,2023-07-25,2023-07-25T21:46:00+00:00,Alphabet Spikes on Earnings. Its CFO Is Getting a New Role.,0.7,0.0,0.791,0.209
GOOGL,2023-07-25,2023-07-25T21:25:08+00:00,Alphabet (GOOGL) Q2 Earnings and Revenues Surpass Estimates,0.996,0.01,0.886,0.104
GOOGL,2023-07-25,2023-07-25T21:23:50+00:00,"UPS-Teamster deal, PacWest merger, Alphabet exec changeup: Top stories",0.305,0.05,0.895,0.056
GOOGL,2023-07-25,2023-07-25T21:15:05+00:00,Alphabet Inc. (GOOG) Q2 Earnings and Revenues Surpass Estimates,0.996,0.01,0.884,0.106
GOOGL,2023-07-25,2023-07-25T21:14:54+00:00,Microsoft becoming 'Death Star' of tech while optimizing faster into AI: Strategist,0.998,0.023,0.866,0.112
GOOGL,2023-07-25,2023-07-25T21:02:51+00:00,Google defies ChatGPT threat as sales jump,1.0,0.065,0.844,0.091
GOOGL,2023-07-25,2023-07-25T20:47:10+00:00,"Google Earnings, Revenue Beat Estimates As Porat Promoted To President",0.361,0.0,0.884,0.116
GOOGL,2023-07-25,2023-07-25T20:37:00+00:00,"All Eyes Are on Alphabet, Microsoft, but Will Buying Fatigue Set In?",-0.078,0.053,0.903,0.044
GOOGL,2023-07-25,2023-07-25T20:30:55+00:00,"Alphabet’s longest-serving CFO Ruth Porat promoted, stock surges over 6% on earnings beat",0.99,0.0,0.86,0.14
GOOGL,2023-07-25,2023-07-25T20:29:41+00:00,Google rebounds from unprecedented drop in ad revenue with a resurgence that pushes stock higher,0.99,0.02,0.884,0.096
GOOGL,2023-07-25,2023-07-25T20:22:00+00:00,"Google Surges On Q2 Earnings Beat, New Role For CFO Ruth Porat",0.318,0.0,0.916,0.084
GOOGL,2023-07-25,2023-07-25T19:00:33+00:00,"Meta exec Nick Clegg on AI: ""I definitely think you need regulation""",0.952,0.031,0.893,0.075
GOOGL,2023-07-25,2023-07-25T18:46:03+00:00,"Dow futures slip as Microsoft, Alphabet report earnings",0.902,0.017,0.924,0.059
GOOGL,2023-07-25,2023-07-25T18:04:38+00:00,US STOCKS-Wall Street climbs on Big Tech enthusiasm,0.997,0.024,0.832,0.145
GOOGL,2023-07-25,2023-07-25T16:51:36+00:00,Stock market today: Dow extends win streak as tech shines ahead of earnings,0.993,0.022,0.866,0.112
GOOGL,2023-07-25,2023-07-25T16:43:59+00:00,"Meta earnings preview: Ads, AI, and Threads to take center stage",0.992,0.008,0.904,0.088
GOOGL,2023-07-25,2023-07-25T16:36:00+00:00,Google Is Expected to Post Accelerating Growth as Online Ads Recover,0.671,0.0,0.744,0.256
GOOGL,2023-07-25,2023-07-25T16:23:18+00:00,"US STOCKS-Wall Street climbs ahead of Big Tech results, Fed rate hike",0.994,0.035,0.846,0.12
GOOGL,2023-07-25,2023-07-25T16:03:59+00:00,ChatGPT now on Android in some countries including US,0.967,0.0,0.851,0.149
GOOGL,2023-07-25,2023-07-25T15:12:33+00:00,"S&amp;P 500 rises on tech strength ahead of Microsoft, Alphabet Results",0.961,0.018,0.912,0.07
GOOGL,2023-07-25,2023-07-25T14:46:24+00:00,"Dow Jones, Nasdaq Rise As Earnings Roll; Fed Meeting, Microsoft, Google In Focus",0.0,0.0,1.0,0.0
GOOGL,2023-07-25,2023-07-25T14:37:49+00:00,"Alphabet earnings: What to watch for as Google parent gives update on AI, search",0.637,0.0,0.874,0.126
GOOGL,2023-07-25,2023-07-25T14:25:14+00:00,"US STOCKS-Nasdaq, S&amp;P 500 climb ahead of Big Tech results, Fed rate hike",0.993,0.027,0.863,0.11
GOOGL,2023-07-25,2023-07-25T13:37:24+00:00,"Dow Jones Dips, Nasdaq Rises As Earnings Roll; Fed Meeting, Microsoft, Google In Focus",0.0,0.0,1.0,0.0
GOOGL,2023-07-25,2023-07-25T13:19:13+00:00,"GM &amp; Spotify results, big day for earnings: Top stories",0.44,0.034,0.87,0.096
GOOGL,2023-07-25,2023-07-25T12:00:15+00:00,Is Alphabet Inc.'s (NASDAQ:GOOGL) Recent Stock Performance Tethered To Its Strong Fundamentals?,0.999,0.004,0.829,0.167
GOOGL,2023-07-25,2023-07-25T11:30:34+00:00,U.S. stocks were rising as Microsoft and Alphabet kick off tech earnings,0.988,0.022,0.867,0.111
GOOGL,2023-07-25,2023-07-25T11:30:00+00:00,"Amesite Announces Integration Capability with LMS Platforms, Bringing AI to Organizations with Existing Contract Commitments",0.979,0.022,0.897,0.081
GOOGL,2023-07-25,2023-07-25T11:07:41+00:00,"FOREX-Euro slips further on gloomy data, China's yuan surges",0.968,0.031,0.898,0.072
GOOGL,2023-07-25,2023-07-25T10:49:44+00:00,Top 20 Electronic Gadgets for a Smart Home,1.0,0.02,0.775,0.205
GOOGL,2023-07-25,2023-07-25T10:46:51+00:00,"Dow Jones Futures Rise As Dow Rides Win Streak; Fed Meeting, Tech Titans On Tap",0.44,0.08,0.759,0.16
GOOGL,2023-07-25,2023-07-25T10:42:00+00:00,Microsoft and Alphabet Earnings Are Critical for This Stock Market Rally. Here’s Why.,-0.527,0.173,0.827,0.0
GOOGL,2023-07-25,2023-07-25T10:30:00+00:00,2 Cybersecurity Stocks You Can Buy and Hold for the Next Decade,0.0,0.0,1.0,0.0
GOOGL,2023-07-25,2023-07-25T10:06:15+00:00,15 Most Walkable Cities in the US,0.999,0.006,0.899,0.094
GOOGL,2023-07-25,2023-07-25T10:02:00+00:00,"Stocks Mixed, General Motors, General Electric, Google, Microsoft Earnings On Deck - 5 Things To Know",0.743,0.028,0.81,0.162
GOOGL,2023-07-25,2023-07-25T10:00:00+00:00,MORNING BID AMERICAS-Big Tech litmus test as Fed gathers,0.967,0.049,0.868,0.084
GOOGL,2023-07-25,2023-07-25T09:49:09+00:00,20 Most Trusted Professions in America,1.0,0.032,0.716,0.251
GOOGL,2023-07-25,2023-07-25T09:40:45+00:00,"AI’s Grip on Tech Set for Test With Microsoft, Alphabet Earnings",0.976,0.04,0.894,0.066
GOOGL,2023-07-25,2023-07-25T09:37:00+00:00,"These Stocks Are Moving the Most Today: F5, Logitech, Cadence Design, GE, GM, Microsoft, Alphabet, and More",0.772,0.0,0.811,0.189
GOOGL,2023-07-25,2023-07-25T09:32:00+00:00,New Investor? Buy These 2 Growth Stocks,0.625,0.0,0.796,0.204
GOOGL,2023-07-25,2023-07-25T09:30:00+00:00,Inside Google’s scramble to reinvent its $160 billion search business—and survive the A.I. revolution,1.0,0.057,0.841,0.102
GOOGL,2025-02-04,2025-02-04T23:23:17+00:00,"Alphabet reverses ban on AI use for weapons, following Palantir",-0.494,0.055,0.898,0.047
GOOGL,2025-02-04,2025-02-04T23:09:12+00:00,"AMD, Alphabet fall after Q4 results: Biggest earnings takeaways",-0.836,0.07,0.909,0.02
GOOGL,2025-02-04,2025-02-04T23:05:26+00:00,"AI data center play 'reinforced' by Alphabet, Microsoft spending",0.402,0.046,0.897,0.056
GOOGL,2025-02-04,2025-02-04T22:45:00+00:00,Alphabet stock falls after missing revenue expectations despite strong momentum,0.992,0.019,0.882,0.099
GOOGL,2025-02-04,2025-02-04T22:38:00+00:00,Alphabet Revenue Misses Expectations. The Stock Is Down Sharply.,0.026,0.086,0.824,0.09
GOOGL,2025-02-04,2025-02-04T22:30:56+00:00,Google Earnings Edge By Estimates As 2025 Capital Spending Outlook Spooks Wall Street,0.0,0.0,1.0,0.0
GOOGL,2025-02-04,2025-02-04T22:30:03+00:00,Alphabet (GOOGL) Reports Q4 Earnings: What Key Metrics Have to Say,0.979,0.0,0.931,0.069
GOOGL,2025-02-04,2025-02-04T22:17:34+00:00,Alphabet expands CapEx forecast amid Cloud's Q4 revenue miss,0.566,0.055,0.88,0.065
GOOGL,2025-02-04,2025-02-04T22:10:07+00:00,Alphabet (GOOGL) Beats Q4 Earnings and Revenue Estimates,0.995,0.005,0.899,0.095
GOOGL,2025-02-04,2025-02-04T22:10:06+00:00,Alphabet Inc. (GOOG) Q4 Earnings and Revenues Top Estimates,0.995,0.01,0.892,0.098
GOOGL,2025-02-04,2025-02-04T21:46:57+00:00,Alphabet posts Q4 revenue miss on light cloud revenue; shares fall in afterhours,0.026,0.05,0.895,0.055
GOOGL,2025-02-04,2025-02-04T21:37:22+00:00,Alphabet Fourth-Quarter Revenue Misses View; Shares Decline After Hours,0.0,0.0,1.0,0.0
GOOGL,2025-02-04,2025-02-04T21:35:56+00:00,Google's rising holiday's season ad sales aren't enough to ease worries about AI letdown,0.993,0.053,0.828,0.118
GOOGL,2025-02-04,2025-02-04T21:34:34+00:00,Is Alphabet Inc. (GOOGL) One of Bill Ackman’s Top Stock Picks?,0.995,0.008,0.913,0.079
GOOGL,2025-02-04,2025-02-04T21:13:38+00:00,Alphabet’s (NASDAQ:GOOGL) Q4 Earnings Results: Revenue In Line With Expectations But Stock Drops,0.999,0.017,0.845,0.138
GOOGL,2025-02-04,2025-02-04T21:01:34+00:00,"Stock market today: Dow, S&amp;P 500, Nasdaq recover as traders assess tariff developments, new jobs data",0.998,0.057,0.862,0.082
GOOGL,2025-02-04,2025-02-04T18:37:39+00:00,How To Earn $500 A Month From Alphabet Stock Ahead Of Q4 Earnings (CORRECTED),0.986,0.005,0.915,0.079
GOOGL,2025-02-04,2025-02-04T10:47:13+00:00,"Trending tickers: Alphabet, Tesla, Palantir, Super Micro Computer and Vodafone",0.997,0.048,0.846,0.106
